,mahalle,sokak,yil,rayic
356,19 MAYIS,BALÇIK TARLASI,2015,11818.69
357,19 MAYIS,BALÇIK TARLASI,2015,21011
358,19 MAYIS,BESTE,2015,1575.83
359,19 MAYIS,BİNBAŞI REFİK,2015,1575.83
360,19 MAYIS,BÜYÜKDERE,2015,27314.3
361,19 MAYIS,BÜYÜKDERE,2015,21011
362,19 MAYIS,CELAL ATİK,2015,1575.83
363,19 MAYIS,ÇORUH,2015,2101.1
364,19 MAYIS,DERE,2015,7353.85
365,19 MAYIS,DİK BAYIR,2015,1575.83
366,19 MAYIS,DR. HÜSNÜ İSMET ÖZTÜRK,2015,3466.82
367,19 MAYIS,DR. ŞEVKETBEY,2015,7353.85
368,19 MAYIS,ESER,2015,4412.31
369,19 MAYIS,ETFAL HASTANESİ,2015,7353.85
370,19 MAYIS,ETFAL HASTANESİ,2015,15758.25
371,19 MAYIS,FULYA BAYIRI ÇIKMAZI,2015,4412.31
372,19 MAYIS,FULYA BAYIRI,2015,2363.74
373,19 MAYIS,GAZİ BERKAY,2015,4727.48
374,19 MAYIS,GENERAL NAZMİ YAVUZALP,2015,1575.83
375,19 MAYIS,GÜL 1,2015,1575.83
376,19 MAYIS,GÜVEN 1,2015,3466.82
377,19 MAYIS,HALASKARGAZİ,2015,22061.55
378,19 MAYIS,HALASKARGAZİ,2015,19960.45
379,19 MAYIS,HAMİDİYE SUYU,2015,5462.86
380,19 MAYIS,HAMİT KAPLAN,2015,1575.83
381,19 MAYIS,HAVVA HANIM,2015,1575.83
382,19 MAYIS,HİLAL 1,2015,1575.83
383,19 MAYIS,HRANT DİNK,2015,9454.95
384,19 MAYIS,KARACAOĞLAN,2015,1575.83
385,19 MAYIS,KİLİMCİ,2015,2626.38
386,19 MAYIS,KÜÇÜK,2015,1575.83
387,19 MAYIS,KÜÇÜK BAHÇE,2015,7353.85
388,19 MAYIS,MEHMETÇİK,2015,4412.31
389,19 MAYIS,MEHMETLER,2015,1575.83
390,19 MAYIS,MERDİVENLİ,2015,1575.83
391,19 MAYIS,MERSİNLİ AHMET,2015,1575.83
392,19 MAYIS,MİRALAY KAZIMBEY,2015,1575.83
393,19 MAYIS,MİRALAY RAFET,2015,1575.83
394,19 MAYIS,MUMCU,2015,1575.83
395,19 MAYIS,NUR,2015,1575.83
396,19 MAYIS,OKUR,2015,5804.29
397,19 MAYIS,OPERATÖR RAİFBEY,2015,5804.29
398,19 MAYIS,ÖĞRETMEN HAŞİM ÇEKEN,2015,4412.31
399,19 MAYIS,PİRİNÇ,2015,1575.83
400,19 MAYIS,SAADET HANIM,2015,1575.83
401,19 MAYIS,SİMGE,2015,1575.83
402,19 MAYIS,ŞEKER,2015,1575.83
403,19 MAYIS,ŞERİFE BACI,2015,1575.83
404,19 MAYIS,ŞÜKRÜ GÜLESİN,2015,1575.83
405,19 MAYIS,TATLI ÇIKMAZI,2015,3466.82
406,19 MAYIS,TAYYARECİ CEMAL,2015,7353.85
407,19 MAYIS,UĞUR BÖCEĞİ,2015,1575.83
408,19 MAYIS,VETERİNER HİLMİ,2015,4727.48
409,19 MAYIS,YAŞAR DOĞU,2015,3466.82
410,19 MAYIS,YENİ İLHAN,2015,10505.5
411,19 MAYIS,YENİ İLHAN,2015,4412.31
412,19 MAYIS,"1905 ADA, 48-220 PARSELLER",2014,17000
413,19 MAYIS,"1906 ADA, 13 PARSEL",2014,19000
414,19 MAYIS,19 MAYIS,2014,7000
415,19 MAYIS,19 MAYIS,2014,26000
416,19 MAYIS,AKKİRMAN,2014,7000
417,19 MAYIS,AL KARANFİL,2014,1500
418,19 MAYIS,ASLANYURT,2014,1500
419,19 MAYIS,AŞÇILAR,2014,2500
420,19 MAYIS,AYHAN IŞIK,2014,1500
421,19 MAYIS,AYTEKİN KOTİL,2014,7000
422,19 MAYIS,AYYILDIZ,2014,1500
423,19 MAYIS,BALÇIK TARLASI,2014,11250
424,19 MAYIS,BALÇIK TARLASI,2014,15000
425,19 MAYIS,BALÇIK TARLASI,2014,20000
426,19 MAYIS,BESTE,2014,1500
427,19 MAYIS,BİNBAŞI REFİK,2014,1500
428,19 MAYIS,BÜYÜKDERE,2014,26000
429,19 MAYIS,BÜYÜKDERE,2014,20000
430,19 MAYIS,CELAL ATİK,2014,1500
431,19 MAYIS,ÇORUH,2014,2000
432,19 MAYIS,DERE,2014,7000
433,19 MAYIS,DİK BAYIR,2014,1500
434,19 MAYIS,DR. HÜSNÜ İSMET ÖZTÜRK,2014,3300
435,19 MAYIS,DR. ŞEVKETBEY,2014,7000
436,19 MAYIS,ESER,2014,4200
437,19 MAYIS,ETFAL HASTANESİ,2014,7000
438,19 MAYIS,ETFAL HASTANESİ,2014,15000
439,19 MAYIS,FULYA BAYIRI,2014,2250
440,19 MAYIS,FULYA BAYIRI ÇIKMAZI,2014,4200
441,19 MAYIS,GAZİ BERKAY,2014,4500
442,19 MAYIS,GENERAL NAZMİ YAVUZALP,2014,1500
443,19 MAYIS,GÜL 1,2014,1500
444,19 MAYIS,GÜVEN 1,2014,3300
445,19 MAYIS,HALASKARGAZİ,2014,21000
446,19 MAYIS,HALASKARGAZİ,2014,19000
447,19 MAYIS,HAMİDİYE SUYU,2014,5200
448,19 MAYIS,HAMİT KAPLAN,2014,1500
449,19 MAYIS,HAVVA HANIM,2014,1500
450,19 MAYIS,HİLAL 1,2014,1500
451,19 MAYIS,HRANT DİNK,2014,9000
452,19 MAYIS,KARACAOĞLAN,2014,1500
453,19 MAYIS,KİLİMCİ,2014,2500
454,19 MAYIS,KÜÇÜK BAHÇE,2014,7000
455,19 MAYIS,KÜÇÜK,2014,1500
456,19 MAYIS,MEHMETÇİK,2014,4200
457,19 MAYIS,MEHMETLER,2014,1500
458,19 MAYIS,MERDİVENLİ,2014,1500
459,19 MAYIS,MERSİNLİ AHMET,2014,1500
460,19 MAYIS,MİRALAY KAZIMBEY,2014,1500
461,19 MAYIS,MİRALAY RAFET,2014,1500
462,19 MAYIS,MUMCU,2014,1500
463,19 MAYIS,NUR,2014,1500
464,19 MAYIS,OKUR,2014,5525
465,19 MAYIS,OPERATÖR RAİFBEY,2014,5525
466,19 MAYIS,ÖĞRETMEN HAŞİM ÇEKEN,2014,4200
467,19 MAYIS,PİRİNÇ,2014,1500
468,19 MAYIS,SAADET HANIM,2014,1500
469,19 MAYIS,SİMGE,2014,1500
470,19 MAYIS,ŞEKER,2014,1500
471,19 MAYIS,ŞERİFE BACI,2014,1500
472,19 MAYIS,ŞÜKRÜ GÜLESİN,2014,1500
473,19 MAYIS,TATLI ÇIKMAZI,2014,3300
474,19 MAYIS,TAYYARECİ CEMAL,2014,7000
475,19 MAYIS,UĞUR BÖCEĞİ,2014,1500
476,19 MAYIS,VETERİNER HİLMİ,2014,4500
477,19 MAYIS,YAŞAR DOĞU,2014,3300
478,19 MAYIS,YENİ İLHAN,2014,10000
479,19 MAYIS,YENİ İLHAN,2014,4200
480,19 MAYIS,"1905 ADA, 48-220 PARSELLER",2013,12960.52
481,19 MAYIS,"1906 ADA, 13 PARSEL",2013,7777.03
482,19 MAYIS,19 MAYIS,2013,10368.18
483,19 MAYIS,19 MAYIS,2013,3456.46
484,19 MAYIS,AKKİRMAN,2013,3456.46
485,19 MAYIS,AL KARANFİL,2013,647.79
486,19 MAYIS,ASLANYURT,2013,647.79
487,19 MAYIS,AŞÇILAR,2013,647.79
